name,school_type,establishment,education_office,homepage,zipcode,address,address_detail,sido,sigungu,sublocal,departments,track_auto,school_code,phone_principal,phone_academic,phone_admin,phone_career,fax
계성여자고등학교,특성화고,사립,부산광역시교육청,school.busanedu.net/gyeseong-gc-h,47531,부산광역시 연제구 해맞이로109번길 47,계성여자고등학교,부산광역시,연제구,해맞이로109번길,마케팅서비스과 / 금융서비스과 / 디저트서비스과 / 공통,상업계,C100000356,051-503-8870,051-503-8870,051-503-4894,051-503-8870,051-506-1782
금샘고등학교,특성화고,사립,부산광역시교육청,kumjong.hs.kr,609858,부산광역시 금정구 서동 서금로,75,부산광역시,금정구,서동,전자시스템과 / 전자컴퓨터과 / 콘텐츠디자인과 / 컴퓨터소프트웨어과,공업계/IT,C100000367,051-540-0102,051-540-0111,051-540-0105,"051-540-0123,0127,0128",051-540-0107
대광고등학교,특성화고,사립,부산광역시교육청,daegwang.hs.kr,49412,부산광역시 사하구 동매로 135,대광고등학교,부산광역시,사하구,동매로,3D프린팅과 / 뷰티아트과 / VR콘텐츠과 / AI디자인과,공업계/IT,C100000375,051-292-1874,051-292-1875,051-292-3225,051-292-1876,051-292-3226
대양고등학교,특성화고,사립,부산광역시교육청,daeyang.hs.kr,48464,부산광역시 남구 지게골로 128-27,대양고등학교,부산광역시,남구,지게골로,IT네트워크 / 전기전자과 / e스포츠학과,공업계/IT,C100000380,051-640-0500,051-640-0580,051-640-0515,051-640-0569,051-640-0638
대진전자통신고등학교,특성화고,사립,부산광역시교육청,pdj.hs.kr,46247,부산광역시 금정구 수림로 92,대진전자통신고등학교,부산광역시,금정구,수림로,컴퓨터소프트웨어과 / 산업디자인과 / 전기전자과 / 스마트콘텐츠과 / AI소프트웨어과,공업계/IT,C100000387,051-582-8125,"051-582-8121,8123","051-582-8100,9383,9213","051-580-5120,5141,5172,5138,5152",051-582-6100
동래원예고등학교,특성화고,공립,부산광역시교육청,school.busanedu.net/wonyea-h,607060,부산 동래구 온천동,금강로 43 동래원예고등학교,부산광역시,동래구,온천동,식품가공과 / 도시조경과 / 도시원예과 / 화훼장식과 / 산림자원과 / 농산업유통과,상업계,C100000399,051-550-3777,051-550-3713~6,051-550-3770~5,051-550-3703~4,051-553-3705
동명공업고등학교,특성화고,사립,부산광역시교육청,tm.hs.kr,608830,부산광역시 남구 용당동 신선로,410 번지(용당동 500),부산광역시,남구,용당동,전기전자과 / 스마트기계과,공업계/IT,C100000402,051-610-2500,051-610-2520,051-610-2637,051-610-2549,051-610-2614
동아공업고등학교,특성화고,사립,부산광역시교육청,donga-tec.hs.kr,604812,부산광역시 사하구 괴정동 괴정로260번길,괴정1동 619-46번지,부산광역시,사하구,괴정동,기계과 / 자동차과 / 화학공업과,공업계/IT,C100000407,051-200-3830,051-200-3811,051-200-3800,051-200-3846,051-294-0608
동의고등학교,특성화고,사립,부산광역시교육청,www.dongeui.hs.kr/,47230,부산광역시 부산진구 양지로 50,동의고등학교,부산광역시,부산진구,양지로,건축·토목과 / 전기과 / 기계과 / 반도체팩토리과 / 도시공간디자인과,공업계/IT,C100000409,051-811-7500,051-811-7510,051-811-7580,051-811-7530,051-811-7531
배정미래고등학교,특성화고,사립,부산광역시교육청,mr.hs.kr,608828,부산광역시 남구 문현동 장고개로85번길,14-40,부산광역시,남구,문현동,경영과 / 디자인과 / 미용과 / 보건간호,상업계,C100000471,051-635-5066,"051-635-2291,2292",051-635-2293,051-647-3686,051-643-8524
부산공업고등학교,특성화고,공립,부산광역시교육청,pusan-th.hs.kr,48472,부산광역시 남구 수영로196번길 80,부산공업고등학교,부산광역시,남구,수영로196번길,기계과 / 건축토목과 / 전기과,공업계/IT,C100000432,051-607-3801,051-607-3900,051-607-3800,051-607-3879,051-622-3901
부산관광고등학교,특성화고,사립,부산광역시교육청,bstour.hs.kr,602806,부산광역시 서구 남부민동 천마로,52,부산광역시,서구,남부민동,한식조리과 / 관광컨벤션과 / 글로벌관광과 / 카페베이커리과,서비스/생활,C100000473,051-248-3715,051-248-3123,051-248-3126,051-248-3123,051-247-3103
부산기계공업고등학교,마이스터고,국립,부산광역시교육청,bmt.hs.kr,612820,부산광역시 해운대구 우동 해운대로,569,부산광역시,해운대구,우동,기계과 / 전자기계과 / 전기과 / 산업설비과 / 기계시스템과 / 설비시스템과 / 스마트팩토리과,공업계/IT,A000003543,051-719-0100,051-719-0110,051-741-5111,051-719-0144,051-746-2910
부산디지털고등학교,특성화고,사립,부산광역시교육청,digital.hs.kr,600110,부산광역시 중구 영주동 망양로,356,부산광역시,중구,영주동,디지털전자과 / 전자부사관과 / 소방안전과,공업계/IT,C100000448,051-460-0201,051-460-0200,051-460-0300,051-460-0240,051-460-0277
부산마케팅고등학교,특성화고,사립,부산광역시교육청,marketing.hs.kr,614868,부산광역시 부산진구 전포동 봉수로,13(전포3동),부산광역시,부산진구,전포동,금융정보과 / 관광서비스과 / 스포츠건강관리과 / 공통계열 / 보건간호과,공업계/IT,C100000389,051-809-3319,051-803-2851,051-803-1264,051-803-0380,051-803-1263
부산문화여자고등학교,특성화고,사립,부산광역시교육청,bs-moonhwa.hs.kr,612825,부산광역시 해운대구 우동 해운대로469번길,50,부산광역시,해운대구,우동,보건간호과 / 패션디자인과 / 국제관광과 / 공통과정 / 유아교육과,서비스/생활,C100000546,051-747-8238,051-743-6917,051-746-2952,051-743-6929,051-743-6959
부산보건고등학교,특성화고,사립,부산광역시교육청,busanhc.com,49079,부산광역시 영도구 절영로 163,부산보건고등학교,부산광역시,영도구,절영로,보건간호과 / 공통 / 푸드디저트과 / IT경영과,상업계,C100000545,051-418-9251,051-418-9256~7,051-418-9253~4,051-418-9261,051-418-9267
부산소프트웨어마이스터고등학교,마이스터고,공립,부산광역시교육청,www.bssm.hs.kr,618350,부산광역시 강서구 봉림동 가락대로,1393,부산광역시,강서구,봉림동,공통과정(1학년),기타,C100000450,051-970-1701,051-971-2153,051-971-2152,051-970-1733,051-971-2153
부산여자상업고등학교,특성화고,사립,부산광역시교육청,bsgch.hs.kr,613824,부산광역시 수영구 망미동 금련로,43,부산광역시,수영구,망미동,공통계열 / 무역금융과 / IT사무행정과 / 마케팅크리에이터과,상업계,C100000461,051-797-6702,051-797-6700,051-797-6704,051-797-6756,051-797-6803
부산영상예술고등학교,특성화고,공립,부산광역시교육청,visual.hs.kr,606814,부산광역시 영도구 신선동3가 영상길,부산영상예술고등학교,부산광역시,영도구,신선동3가,영상연출과 / 연기과 / 영상디자인과 / 영상제작과 / 1학년통합과,서비스/생활,C100000462,051-419-0200,051-419-0210,051-419-0320,051-419-0271,051-419-0279
부산자동차마이스터고등학교,마이스터고,공립,부산광역시교육청,automotive.hs.kr,604842,부산 사하구 장림1동,877-1(하신중앙로 3번 나길16),부산광역시,사하구,장림1동,자동차과(미래자동차정비과정) / 자동차과(자동차생산자동화과정) / 자동차과(자동차부품가공과정) / 자동차과(공통과정),공업계/IT,C100000467,051-263-4828,051-263-4825,051-263-4827,051-260-0141,051-264-4787
부산전자공업고등학교,특성화고,공립,부산광역시교육청,kumgang.hs.kr,607838,부산광역시 동래구 온천동 금강로59번길,51(온천1동 386),부산광역시,동래구,온천동,기계자동차과 / 전자통신과 / 전기전자과,공업계/IT,C100000469,051-606-0201,051-606-0235,051-606-0302,051-606-0340,051-558-3798
부산정보고등학교,특성화고,사립,부산광역시교육청,psinfo.hs.kr,47119,부산광역시 부산진구 화지로 24,양정동,부산광역시,부산진구,화지로,경영금융과 / 경영회계과 / 관광서비스과 / 소프트웨어콘텐츠과 / 공통계열,공업계/IT,C100000470,051-853-0870,051-853-0951~4,051-853-0871~2,051-853-0955,051-853-0874
부산정보관광고등학교,특성화고,사립,부산광역시교육청,pusan-ith.hs.kr,609826,부산광역시 금정구 부곡동 동현로,37 부산정보관광고등학교,부산광역시,금정구,부곡동,호텔경영과 / 호텔조리과 / 일반,상업계,C100000472,051-518-7921,051-518-7922,051-518-7923,070-5125-4956,051-515-2043
부산진여자상업고등학교,특성화고,공립,부산광역시교육청,jin.hs.kr,47228,부산광역시 부산진구 진남로 524,(양정동),부산광역시,부산진구,진남로,금융경영과 / 유통경영과 / 공통과정(전문계),상업계,C100000484,051-850-3501,051-850-3503,051-850-3513,051-850-3590,051-850-3548
부산컴퓨터과학고등학교,특성화고,사립,부산광역시교육청,pcs.hs.kr,48805,부산광역시 동구 초량로80번길 5,부산컴퓨터과학고등학교,부산광역시,동구,초량로80번길,소프트웨어과 / 3D콘텐츠제작과 / 서비스마케팅과 / 금융회계과 / IT 계열 / 디자인계열 / 사물인터넷과 / e스포츠계열 / e스포츠게임과,공업계/IT,C100000486,051-460-0501,051-460-0503,051-460-0590,051-460-0540,051-460-0585
부산항공고등학교,특성화고,공립,부산광역시교육청,school.busanedu.net/sth-h/,617042,부산 사상구 덕포2동,백양대로 768번길 115,부산광역시,사상구,덕포2동,기계과 / 전기에너지과 / 스마트팩토리과 / 항공정비과 / 항공전기전자과 / 항공기계과,공업계/IT,C100000503,051-309-3111,051-309-3114,051-309-3161,051-309-3287~9,051-309-3135
부산해군과학기술고등학교,특성화고,공립,부산광역시교육청,school.busanedu.net/hudt-h/main.do,48064,부산광역시 해운대구 해운대로469번길 96,(우동) 부산해군과학기술고등학교,부산광역시,해운대구,해운대로469번길,기계과 / 전기전자과 / 해군전기전자과 / 해군기계과,공업계/IT,C100000551,051-792-7701,051-792-7700,051-792-7800,051-792-7777,051-742-1794
부산해사고등학교,마이스터고,국립,부산광역시교육청,maritime.hs.kr,606775,부산광역시 영도구 동삼동 해양로,425번지 부산해사고등학교,부산광역시,영도구,동삼동,항해과 / 기관과,기타,A000003604,051-410-2001,051-410-2030,051-412-9261,051-410-2130,051-410-2040
부일전자디자인고등학교,특성화고,사립,부산광역시교육청,buil.hs.kr,604803,부산광역시 사하구 감천동 감천로,73길 36,부산광역시,사하구,감천동,컴퓨터과 / 디자인과 / 전기전자과,공업계/IT,C100000492,051-208-7404,051-208-7401,051-208-7403,051-293-5733,051-293-5771
세연고등학교,특성화고,사립,부산광역시교육청,seyeon.hs.kr,608020,부산광역시 남구 대연동 진남로,82-19 세연고등학교,부산광역시,남구,대연동,외식베이커리과 / 웹툰콘텐츠과 / 반려동물과 / 카페경영과,공업계/IT,C100000383,051-630-0201,051-632-4251,051-630-0297,051-630-0217,070-4015-0051
세정고등학교,특성화고,사립,부산광역시교육청,sejeong.hs.kr/,614851,부산 부산진구 양정2동,16-185,부산광역시,부산진구,양정2동,보건간호과 / 공통과정(전문계) / 금융정보과 / 외식조리과,공업계/IT,C100000415,051-860-1616,051-860-1500,051-860-1600,051-860-1621,051-867-5524
영산고등학교,특성화고,사립,부산광역시교육청,ysh.hs.kr,612802,부산광역시 해운대구 반송동 반송순환로,142-1 영산고등학교,부산광역시,해운대구,반송동,보건간호과 / 공통과정 / 웰빙조리과 / 사무경영과 / 글로벌조리과 / 부사관과,상업계,C100000510,051-540-9501,051-540-9520,051-540-9510,051-540-9560,051-540-9522
해운대관광고등학교,특성화고,사립,부산광역시교육청,school.busanedu.net/h-tour-h/main.do,48086,부산광역시 해운대구 우동2로60번길 38,해운대관광고등학교,부산광역시,해운대구,우동2로60번길,공통과정(전문계) / 관광조리과 / 관광외국어과 / 관광경영과,상업계,C100000552,051-741-4346,"051-741-4347,051-742-0041",051-742-0043,051-742-0042,051-742-0044
경북공업고등학교,특성화고,사립,대구광역시교육청,gyeongbuk.hs.kr,700805,대구 중구 남산3동,2380번지 (중구 남산로 20),대구광역시,중구,남산3동,건축그래픽디자인과 / 전자기계과 / 디스플레이화학공업과 / 전자전기과 / 공간드론토목과 / 다이텍소재디자인과,공업계/IT,D100000248,053-252-3695,053-255-8301~2,053-255-8300,053-235-8555,053-252-5045
경북기계공업고등학교,마이스터고,공립,대구광역시교육청,gbgigong.hs.kr,42748,대구광역시 달서구 월배로 275,(상인동),대구광역시,달서구,월배로,정밀기계과 / 자동화시스템과 / 기계메카트로닉스계열 / 재료가공과 / 전기전자과,공업계/IT,D100000249,053-231-8300,053-231-8312,053-231-8310,053-231-8384,053-633-8265
경북여자상업고등학교,특성화고,사립,대구광역시교육청,gbgc.kr,42507,대구광역시 남구 효성로 35,(봉덕동),대구광역시,남구,효성로,금융회계과 / 경영사무과 / 3D융합콘텐츠과 / 상업정보계열 / 보건행정코디네이터과,공업계/IT,D100000255,053-235-9300,053-235-9302,053-235-9404,053-235-9381,053-652-4607
경상공업고등학교,특성화고,사립,대구광역시교육청,kyeongsang-th.dge.hs.kr,42462,대구광역시 남구 대경길 151,(대명동),대구광역시,남구,대경길,전기전자과 / 전자기계과 / 건설공간정보과 / 스마트모빌리티과,공업계/IT,D100000258,053-235-8975,053-235-8807∼8,053-235-8800∼4,053-235-8889,053-652-2326
대구공업고등학교,특성화고,공립,대구광역시교육청,tktech.dge.hs.kr,701820,대구광역시 동구 신암동 대현로,135번지 대구공업고등학교,대구광역시,동구,신암동,자동차기계과 / 섬유소재과 / 자동화기계과 / 건설과 / 전기과 / 바이오화학과 / 스마트공간건축과,공업계/IT,D100000286,053-231-8230,053-231-8238,053-231-8201,053-231-8246,053-959-3420
대구공업고등학교 테크노폴리스 캠퍼스,특성화고,공립,대구광역시교육청,www.tkpl.hs.kr,42993,대구광역시 달성군 유가읍 유가길 46,대구공업고등학교 테크노폴리스 캠퍼스,대구광역시,달성군,유가읍,IT콘텐츠과 / 조리제과제빵과,공업계/IT,D100002155,053-231-8230,053-235-0661,053-235-0694,053-235-0680,053-235-0698
대구과학기술고등학교,특성화고,공립,대구광역시교육청,dgst.dge.hs.kr,41855,대구광역시 서구 당산로 228,대구과학기술고등학교,대구광역시,서구,당산로,자동화시스템과 / 소재설계가공과 / 스마트팩토리과 / 아트조리과 / 스마트전기과,공업계/IT,D100000297,053-231-9100,053-231-9000,053-231-9107,053-231-9050,053-551-0355
대구관광고등학교,특성화고,사립,대구광역시교육청,dgit.hs.kr,41182,대구광역시 동구 동북로71길 37,(신암동 80번지) 대구관광고등학교,대구광역시,동구,동북로71길,관광호텔과 / 관광조리과 / 관광콘텐츠디자인과 / 뷰티코디네이션과,공업계/IT,D100000305,053-235-9710,053-235-9711,053-235-9712,053-235-9736,053-957-1448
